movieId,tt,title,year,txt_filename,imdb_url
52,tt0113819,Mighty Aphrodite,1995,Mighty_Aphrodite_1995.txt,https://www.imdb.com/title/tt0113819/
55,tt0113158,Georgia,1995,Georgia_1995.txt,https://www.imdb.com/title/tt0113158/
57,tt0113321,Home for the Holidays,1995,Home_for_the_Holidays_1995.txt,https://www.imdb.com/title/tt0113321/
58,tt0110877,The Postman,1994,The_Postman_1994.txt,https://www.imdb.com/title/tt0110877/
60,tt0113419,The Indian in the Cupboard,1995,The_Indian_in_the_Cupboard_1995.txt,https://www.imdb.com/title/tt0113419/
61,tt0116260,Eye for an Eye,1996,Eye_for_an_Eye_1996.txt,https://www.imdb.com/title/tt0116260/
62,tt0113862,Mr. Holland's Opus,1995,Mr._Holland's_Opus_1995.txt,https://www.imdb.com/title/tt0113862/
64,tt0118002,Two If by Sea,1996,Two_If_by_Sea_1996.txt,https://www.imdb.com/title/tt0118002/
63,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood_1996.txt,https://www.imdb.com/title/tt0116126/
65,tt0115683,Bio-Dome,1996,Bio-Dome_1996.txt,https://www.imdb.com/title/tt0115683/
66,tt0116839,Lawnmower Man 2: Beyond Cyberspace,1995,Lawnmower_Man_2_Beyond_Cyberspace_1995.txt,https://www.imdb.com/title/tt0116839/
68,tt0113149,French Twist,1995,French_Twist_1995.txt,https://www.imdb.com/title/tt0113149/
69,tt0113118,Friday,1995,Friday_1995.txt,https://www.imdb.com/title/tt0113118/
71,tt0113010,Fair Game,1995,Fair_Game_1995.txt,https://www.imdb.com/title/tt0113010/
72,tt0113537,Kicking and Screaming,1995,Kicking_and_Screaming_1995.txt,https://www.imdb.com/title/tt0113537/
74,tt0115644,Bed of Roses,1996,Bed_of_Roses_1996.txt,https://www.imdb.com/title/tt0115644/
75,tt0115676,Big Bully,1996,Big_Bully_1996.txt,https://www.imdb.com/title/tt0115676/
76,tt0114367,Screamers,1995,Screamers_1995.txt,https://www.imdb.com/title/tt0114367/
77,tt0113973,Nico Icon,1995,Nico_Icon_1995.txt,https://www.imdb.com/title/tt0113973/
73,tt0113828,Les Misérables,1995,Les_Misérables_1995.txt,https://www.imdb.com/title/tt0113828/
70,tt0116367,From Dusk Till Dawn,1996,From_Dusk_Till_Dawn_1996.txt,https://www.imdb.com/title/tt0116367/
78,tt0112744,The Crossing Guard,1995,The_Crossing_Guard_1995.txt,https://www.imdb.com/title/tt0112744/
79,tt0116731,The Juror,1996,The_Juror_1996.txt,https://www.imdb.com/title/tt0116731/
80,tt0112445,The White Balloon,1995,The_White_Balloon_1995.txt,https://www.imdb.com/title/tt0112445/
81,tt0114660,Things to Do in Denver When You're Dead,1995,Things_to_Do_in_Denver_When_You're_Dead_1995.txt,https://www.imdb.com/title/tt0114660/
83,tt0114039,Once Upon a Time... When We Were Colored,1995,Once_Upon_a_Time..._When_We_Were_Colored_1995.txt,https://www.imdb.com/title/tt0114039/
82,tt0112379,Antonia's Line,1995,Antonia's_Line_1995.txt,https://www.imdb.com/title/tt0112379/
85,tt0112365,Angels and Insects,1995,Angels_and_Insects_1995.txt,https://www.imdb.com/title/tt0112365/
87,tt0116151,Dunston Checks In,1996,Dunston_Checks_In_1996.txt,https://www.imdb.com/title/tt0116151/
86,tt0118158,White Squall,1996,White_Squall_1996.txt,https://www.imdb.com/title/tt0118158/
89,tt0113972,Nick of Time,1995,Nick_of_Time_1995.txt,https://www.imdb.com/title/tt0113972/
88,tt0115697,Black Sheep,1996,Black_Sheep_1996.txt,https://www.imdb.com/title/tt0115697/
92,tt0117002,Mary Reilly,1996,Mary_Reilly_1996.txt,https://www.imdb.com/title/tt0117002/
93,tt0114825,Vampire in Brooklyn,1995,Vampire_in_Brooklyn_1995.txt,https://www.imdb.com/title/tt0114825/
94,tt0115639,Beautiful Girls,1996,Beautiful_Girls_1996.txt,https://www.imdb.com/title/tt0115639/
96,tt0113403,A Midwinter's Tale,1995,A_Midwinter's_Tale_1995.txt,https://www.imdb.com/title/tt0113403/
97,tt0113247,La haine,1995,La_haine_1995.txt,https://www.imdb.com/title/tt0113247/
99,tt0113283,Heidi Fleiss: Hollywood Madam (TV Movie 1995),1995,Heidi_Fleiss_Hollywood_Madam_(TV_Movie_1995)_1995.txt,https://www.imdb.com/title/tt0113283/
95,tt0115759,Broken Arrow,1996,Broken_Arrow_1996.txt,https://www.imdb.com/title/tt0115759/
100,tt0115907,City Hall,1996,City_Hall_1996.txt,https://www.imdb.com/title/tt0115907/
101,tt0115734,Bottle Rocket,1996,Bottle_Rocket_1996.txt,https://www.imdb.com/title/tt0115734/
102,tt0117102,Mr. Wrong,1996,Mr._Wrong_1996.txt,https://www.imdb.com/title/tt0117102/
103,tt0118040,Unforgettable,1996,Unforgettable_1996.txt,https://www.imdb.com/title/tt0118040/
105,tt0112579,The Bridges of Madison County,1995,The_Bridges_of_Madison_County_1995.txt,https://www.imdb.com/title/tt0112579/
104,tt0116483,Happy Gilmore,1996,Happy_Gilmore_1996.txt,https://www.imdb.com/title/tt0116483/
107,tt0117110,Muppet Treasure Island,1996,Muppet_Treasure_Island_1996.txt,https://www.imdb.com/title/tt0117110/
106,tt0110251,Nobody Loves Me,1994,Nobody_Loves_Me_1994.txt,https://www.imdb.com/title/tt0110251/
108,tt0112646,Catwalk,1995,Catwalk_1995.txt,https://www.imdb.com/title/tt0112646/
110,tt0112573,Braveheart,1995,Braveheart_1995.txt,https://www.imdb.com/title/tt0112573/
111,tt0075314,Taxi Driver,1976,Taxi_Driver_1976.txt,https://www.imdb.com/title/tt0075314/
112,tt0113326,Rumble in the Bronx,1995,Rumble_in_the_Bronx_1995.txt,https://www.imdb.com/title/tt0113326/
113,tt0115645,Before and After,1996,Before_and_After_1996.txt,https://www.imdb.com/title/tt0115645/
116,tt0112373,Anne Frank Remembered,1995,Anne_Frank_Remembered_1995.txt,https://www.imdb.com/title/tt0112373/
117,tt0115033,The Young Poisoner's Handbook,1995,The_Young_Poisoner's_Handbook_1995.txt,https://www.imdb.com/title/tt0115033/
118,tt0116606,If Lucy Fell,1996,If_Lucy_Fell_1996.txt,https://www.imdb.com/title/tt0116606/
119,tt0114536,Steal Big Steal Little,1995,Steal_Big_Steal_Little_1995.txt,https://www.imdb.com/title/tt0114536/
121,tt0106473,The Boys of St. Vincent (TV Movie 1992),1992,The_Boys_of_St._Vincent_(TV_Movie_1992)_1992.txt,https://www.imdb.com/title/tt0106473/
122,tt0103859,Boomerang,1992,Boomerang_1992.txt,https://www.imdb.com/title/tt0103859/
123,tt0109424,Chungking Express,1994,Chungking_Express_1994.txt,https://www.imdb.com/title/tt0109424/
125,tt0116324,Flirting with Disaster,1996,Flirting_with_Disaster_1996.txt,https://www.imdb.com/title/tt0116324/
126,tt0110647,The NeverEnding Story III,1994,The_NeverEnding_Story_III_1994.txt,https://www.imdb.com/title/tt0110647/
128,tt0110217,Jupiter's Wife,1995,Jupiter's_Wife_1995.txt,https://www.imdb.com/title/tt0110217/
129,tt0114131,Pie in the Sky,1995,Pie_in_the_Sky_1995.txt,https://www.imdb.com/title/tt0114131/
132,tt0113451,Jade,1995,Jade_1995.txt,https://www.imdb.com/title/tt0113451/
135,tt0116130,Down Periscope,1996,Down_Periscope_1996.txt,https://www.imdb.com/title/tt0116130/
137,tt0113756,Man of the Year,1995,Man_of_the_Year_1995.txt,https://www.imdb.com/title/tt0113756/
140,tt0118055,Up Close & Personal,1996,Up_Close_&_Personal_1996.txt,https://www.imdb.com/title/tt0118055/
144,tt0112585,The Brothers McMullen,1995,The_Brothers_McMullen_1995.txt,https://www.imdb.com/title/tt0112585/
141,tt0115685,The Birdcage,1996,The_Birdcage_1996.txt,https://www.imdb.com/title/tt0115685/
145,tt0112442,Bad Boys,1995,Bad_Boys_1995.txt,https://www.imdb.com/title/tt0112442/
146,tt0112342,The Amazing Panda Adventure,1995,The_Amazing_Panda_Adventure_1995.txt,https://www.imdb.com/title/tt0112342/
147,tt0112461,The Basketball Diaries,1995,The_Basketball_Diaries_1995.txt,https://www.imdb.com/title/tt0112461/
148,tt0112427,An Awfully Big Adventure,1995,An_Awfully_Big_Adventure_1995.txt,https://www.imdb.com/title/tt0112427/
149,tt0109093,Amateur,1994,Amateur_1994.txt,https://www.imdb.com/title/tt0109093/
150,tt0112384,Apollo 13,1995,Apollo_13_1995.txt,https://www.imdb.com/title/tt0112384/
151,tt0114287,Rob Roy,1995,Rob_Roy_1995.txt,https://www.imdb.com/title/tt0114287/
152,tt0112288,The Addiction,1995,The_Addiction_1995.txt,https://www.imdb.com/title/tt0112288/
154,tt0061395,Belle de Jour,1967,Belle_de_Jour_1967.txt,https://www.imdb.com/title/tt0061395/
153,tt0112462,Batman Forever,1995,Batman_Forever_1995.txt,https://www.imdb.com/title/tt0112462/
156,tt0112541,Blue in the Face,1995,Blue_in_the_Face_1995.txt,https://www.imdb.com/title/tt0112541/
157,tt0109370,Canadian Bacon,1995,Canadian_Bacon_1995.txt,https://www.imdb.com/title/tt0109370/
155,tt0112495,Beyond Rangoon,1995,Beyond_Rangoon_1995.txt,https://www.imdb.com/title/tt0112495/
160,tt0112715,Congo,1995,Congo_1995.txt,https://www.imdb.com/title/tt0112715/
159,tt0112688,Clockers,1995,Clockers_1995.txt,https://www.imdb.com/title/tt0112688/
158,tt0112642,Casper,1995,Casper_1995.txt,https://www.imdb.com/title/tt0112642/
162,tt0109508,Crumb,1994,Crumb_1994.txt,https://www.imdb.com/title/tt0109508/
161,tt0112740,Crimson Tide,1995,Crimson_Tide_1995.txt,https://www.imdb.com/title/tt0112740/
163,tt0112851,Desperado,1995,Desperado_1995.txt,https://www.imdb.com/title/tt0112851/
164,tt0112857,Devil in a Blue Dress,1995,Devil_in_a_Blue_Dress_1995.txt,https://www.imdb.com/title/tt0112857/
165,tt0112864,Die Hard with a Vengeance,1995,Die_Hard_with_a_Vengeance_1995.txt,https://www.imdb.com/title/tt0112864/
166,tt0112887,The Doom Generation,1995,The_Doom_Generation_1995.txt,https://www.imdb.com/title/tt0112887/
168,tt0113071,First Knight,1995,First_Knight_1995.txt,https://www.imdb.com/title/tt0113071/
169,tt0113114,Free Willy 2: The Adventure Home,1995,Free_Willy_2_The_Adventure_Home_1995.txt,https://www.imdb.com/title/tt0113114/
171,tt0113464,Jeffrey,1995,Jeffrey_1995.txt,https://www.imdb.com/title/tt0113464/
170,tt0113243,Hackers,1995,Hackers_1995.txt,https://www.imdb.com/title/tt0113243/
172,tt0113481,Johnny Mnemonic,1995,Johnny_Mnemonic_1995.txt,https://www.imdb.com/title/tt0113481/
173,tt0113492,Judge Dredd,1995,Judge_Dredd_1995.txt,https://www.imdb.com/title/tt0113492/
174,tt0113500,Jury Duty,1995,Jury_Duty_1995.txt,https://www.imdb.com/title/tt0113500/
175,tt0113540,Kids,1995,Kids_1995.txt,https://www.imdb.com/title/tt0113540/
176,tt0113677,Living in Oblivion,1995,Living_in_Oblivion_1995.txt,https://www.imdb.com/title/tt0113677/
178,tt0107447,Love and Human Remains,1993,Love_and_Human_Remains_1993.txt,https://www.imdb.com/title/tt0107447/
177,tt0113690,Lord of Illusions,1995,Lord_of_Illusions_1995.txt,https://www.imdb.com/title/tt0113690/
180,tt0113749,Mallrats,1995,Mallrats_1995.txt,https://www.imdb.com/title/tt0113749/
179,tt0113729,Mad Love,1995,Mad_Love_1995.txt,https://www.imdb.com/title/tt0113729/
181,tt0113820,Mighty Morphin Power Rangers,1995,Mighty_Morphin_Power_Rangers_1995.txt,https://www.imdb.com/title/tt0113820/
183,tt0110604,Mute Witness,1995,Mute_Witness_1995.txt,https://www.imdb.com/title/tt0110604/
184,tt0110620,Nadja,1994,Nadja_1994.txt,https://www.imdb.com/title/tt0110620/
185,tt0113957,The Net,1995,The_Net_1995.txt,https://www.imdb.com/title/tt0113957/
186,tt0113986,Nine Months,1995,Nine_Months_1995.txt,https://www.imdb.com/title/tt0113986/
187,tt0114095,Party Girl,1995,Party_Girl_1995.txt,https://www.imdb.com/title/tt0114095/
189,tt0114241,Reckless,1995,Reckless_1995.txt,https://www.imdb.com/title/tt0114241/
188,tt0114194,The Prophecy,1995,The_Prophecy_1995.txt,https://www.imdb.com/title/tt0114194/
190,tt0114323,Safe,1995,Safe_1995.txt,https://www.imdb.com/title/tt0114323/
191,tt0114345,The Scarlet Letter,1995,The_Scarlet_Letter_1995.txt,https://www.imdb.com/title/tt0114345/
193,tt0114436,Showgirls,1995,Showgirls_1995.txt,https://www.imdb.com/title/tt0114436/
194,tt0114478,Smoke,1995,Smoke_1995.txt,https://www.imdb.com/title/tt0114478/
195,tt0114496,Something to Talk About,1995,Something_to_Talk_About_1995.txt,https://www.imdb.com/title/tt0114496/
196,tt0114508,Species,1995,Species_1995.txt,https://www.imdb.com/title/tt0114508/
199,tt0058450,The Umbrellas of Cherbourg,1964,The_Umbrellas_of_Cherbourg_1964.txt,https://www.imdb.com/title/tt0058450/
198,tt0114558,Strange Days,1995,Strange_Days_1995.txt,https://www.imdb.com/title/tt0114558/
201,tt0114663,Three Wishes,1995,Three_Wishes_1995.txt,https://www.imdb.com/title/tt0114663/
202,tt0114702,Total Eclipse,1995,Total_Eclipse_1995.txt,https://www.imdb.com/title/tt0114702/
203,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,"To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar_1995.txt",https://www.imdb.com/title/tt0114682/
204,tt0114781,Under Siege 2: Dark Territory,1995,Under_Siege_2_Dark_Territory_1995.txt,https://www.imdb.com/title/tt0114781/
205,tt0114798,Unstrung Heroes,1995,Unstrung_Heroes_1995.txt,https://www.imdb.com/title/tt0114798/
206,tt0114805,Unzipped,1995,Unzipped_1995.txt,https://www.imdb.com/title/tt0114805/
207,tt0114887,A Walk in the Clouds,1995,A_Walk_in_the_Clouds_1995.txt,https://www.imdb.com/title/tt0114887/
208,tt0114898,Waterworld,1995,Waterworld_1995.txt,https://www.imdb.com/title/tt0114898/
209,tt0114928,White Man's Burden,1995,White_Man's_Burden_1995.txt,https://www.imdb.com/title/tt0114928/
210,tt0114938,Wild Bill,1995,Wild_Bill_1995.txt,https://www.imdb.com/title/tt0114938/
211,tt0109340,The Browning Version,1994,The_Browning_Version_1994.txt,https://www.imdb.com/title/tt0109340/
212,tt0112602,Bushwhacked,1995,Bushwhacked_1995.txt,https://www.imdb.com/title/tt0112602/
214,tt0110882,Before the Rain,1994,Before_the_Rain_1994.txt,https://www.imdb.com/title/tt0110882/
213,tt0111579,Burnt by the Sun,1994,Burnt_by_the_Sun_1994.txt,https://www.imdb.com/title/tt0111579/
216,tt0112508,Billy Madison,1995,Billy_Madison_1995.txt,https://www.imdb.com/title/tt0112508/
217,tt0112438,The Babysitter,1995,The_Babysitter_1995.txt,https://www.imdb.com/title/tt0112438/
215,tt0112471,Before Sunrise,1995,Before_Sunrise_1995.txt,https://www.imdb.com/title/tt0112471/
218,tt0112571,Boys on the Side,1995,Boys_on_the_Side_1995.txt,https://www.imdb.com/title/tt0112571/
219,tt0112757,The Cure,1995,The_Cure_1995.txt,https://www.imdb.com/title/tt0112757/
220,tt0112643,Castle Freak (Video 1995),1995,Castle_Freak_(Video_1995)_1995.txt,https://www.imdb.com/title/tt0112643/
222,tt0112679,Circle of Friends,1995,Circle_of_Friends_1995.txt,https://www.imdb.com/title/tt0112679/
223,tt0109445,Clerks,1994,Clerks_1994.txt,https://www.imdb.com/title/tt0109445/
224,tt0112883,Don Juan DeMarco,1994,Don_Juan_DeMarco_1994.txt,https://www.imdb.com/title/tt0112883/
225,tt0109635,Disclosure,1994,Disclosure_1994.txt,https://www.imdb.com/title/tt0109635/
228,tt0112854,Destiny Turns on the Radio,1995,Destiny_Turns_on_the_Radio_1995.txt,https://www.imdb.com/title/tt0112854/
227,tt0109676,Drop Zone,1994,Drop_Zone_1994.txt,https://www.imdb.com/title/tt0109676/
229,tt0109579,Death and the Maiden,1994,Death_and_the_Maiden_1994.txt,https://www.imdb.com/title/tt0109579/
230,tt0109642,Dolores Claiborne,1995,Dolores_Claiborne_1995.txt,https://www.imdb.com/title/tt0109642/
232,tt0111797,Eat Drink Man Woman,1994,Eat_Drink_Man_Woman_1994.txt,https://www.imdb.com/title/tt0111797/
233,tt0109759,Exotica,1994,Exotica_1994.txt,https://www.imdb.com/title/tt0109759/
231,tt0109686,Dumb and Dumber,1994,Dumb_and_Dumber_1994.txt,https://www.imdb.com/title/tt0109686/
236,tt0113117,French Kiss,1995,French_Kiss_1995.txt,https://www.imdb.com/title/tt0113117/
234,tt0109758,Exit to Eden,1994,Exit_to_Eden_1994.txt,https://www.imdb.com/title/tt0109758/
237,tt0113097,Forget Paris,1995,Forget_Paris_1995.txt,https://www.imdb.com/title/tt0113097/
238,tt0113028,Far from Home: The Adventures of Yellow Dog,1995,Far_from_Home_The_Adventures_of_Yellow_Dog_1995.txt,https://www.imdb.com/title/tt0113028/
239,tt0113198,A Goofy Movie,1995,A_Goofy_Movie_1995.txt,https://www.imdb.com/title/tt0113198/
235,tt0109707,Ed Wood,1994,Ed_Wood_1994.txt,https://www.imdb.com/title/tt0109707/
240,tt0113303,Hideaway,1995,Hideaway_1995.txt,https://www.imdb.com/title/tt0113303/
241,tt0113089,Fluke,1995,Fluke_1995.txt,https://www.imdb.com/title/tt0113089/
242,tt0109771,Farinelli,1994,Farinelli_1994.txt,https://www.imdb.com/title/tt0109771/
243,tt0113199,Gordy,1994,Gordy_1994.txt,https://www.imdb.com/title/tt0113199/
246,tt0110057,Hoop Dreams,1994,Hoop_Dreams_1994.txt,https://www.imdb.com/title/tt0110057/
247,tt0110005,Heavenly Creatures,1994,Heavenly_Creatures_1994.txt,https://www.imdb.com/title/tt0110005/
248,tt0110066,Houseguest,1995,Houseguest_1995.txt,https://www.imdb.com/title/tt0110066/
249,tt0110116,Immortal Beloved,1994,Immortal_Beloved_1994.txt,https://www.imdb.com/title/tt0110116/
250,tt0110006,Heavyweights,1995,Heavyweights_1995.txt,https://www.imdb.com/title/tt0110006/
251,tt0113360,The Hunted,1995,The_Hunted_1995.txt,https://www.imdb.com/title/tt0113360/
252,tt0110099,I.Q.,1994,I.Q._1994.txt,https://www.imdb.com/title/tt0110099/
253,tt0110148,Interview with the Vampire,1994,Interview_with_the_Vampire_1994.txt,https://www.imdb.com/title/tt0110148/
254,tt0113463,Jefferson in Paris,1995,Jefferson_in_Paris_1995.txt,https://www.imdb.com/title/tt0113463/
255,tt0110189,The Jerky Boys,1995,The_Jerky_Boys_1995.txt,https://www.imdb.com/title/tt0110189/
258,tt0113538,A Kid in King Arthur's Court,1995,A_Kid_in_King_Arthur's_Court_1995.txt,https://www.imdb.com/title/tt0113538/
257,tt0113501,Just Cause,1995,Just_Cause_1995.txt,https://www.imdb.com/title/tt0113501/
256,tt0110216,Junior,1994,Junior_1994.txt,https://www.imdb.com/title/tt0110216/
259,tt0113552,Kiss of Death,1995,Kiss_of_Death_1995.txt,https://www.imdb.com/title/tt0113552/
260,tt0076759,Star Wars: Episode IV - A New Hope,1977,Star_Wars_Episode_IV_-_A_New_Hope_1977.txt,https://www.imdb.com/title/tt0076759/
262,tt0113670,A Little Princess,1995,A_Little_Princess_1995.txt,https://www.imdb.com/title/tt0113670/
261,tt0110367,Little Women,1994,Little_Women_1994.txt,https://www.imdb.com/title/tt0110367/
263,tt0110296,Ladybird Ladybird,1994,Ladybird_Ladybird_1994.txt,https://www.imdb.com/title/tt0110296/
265,tt0103994,Like Water for Chocolate,1992,Like_Water_for_Chocolate_1992.txt,https://www.imdb.com/title/tt0103994/
266,tt0110322,Legends of the Fall,1994,Legends_of_the_Fall_1994.txt,https://www.imdb.com/title/tt0110322/
267,tt0110443,Major Payne,1995,Major_Payne_1995.txt,https://www.imdb.com/title/tt0110443/
269,tt0107566,My Crazy Life,1993,My_Crazy_Life_1993.txt,https://www.imdb.com/title/tt0107566/
270,tt0110391,Love Affair,1994,Love_Affair_1994.txt,https://www.imdb.com/title/tt0110391/
272,tt0110428,The Madness of King George,1994,The_Madness_of_King_George_1994.txt,https://www.imdb.com/title/tt0110428/
271,tt0113691,Losing Isaiah,1995,Losing_Isaiah_1995.txt,https://www.imdb.com/title/tt0113691/
273,tt0109836,Frankenstein,1994,Frankenstein_1994.txt,https://www.imdb.com/title/tt0109836/
274,tt0113755,Man of the House,1995,Man_of_the_House_1995.txt,https://www.imdb.com/title/tt0113755/
275,tt0110538,Mixed Nuts,1994,Mixed_Nuts_1994.txt,https://www.imdb.com/title/tt0110538/
278,tt0113808,Miami Rhapsody,1995,Miami_Rhapsody_1995.txt,https://www.imdb.com/title/tt0113808/
276,tt0110516,Milk Money,1994,Milk_Money_1994.txt,https://www.imdb.com/title/tt0110516/
277,tt0110527,Miracle on 34th Street,1994,Miracle_on_34th_Street_1994.txt,https://www.imdb.com/title/tt0110527/
279,tt0113896,My Family,1995,My_Family_1995.txt,https://www.imdb.com/title/tt0113896/
281,tt0110684,Nobody's Fool,1994,Nobody's_Fool_1994.txt,https://www.imdb.com/title/tt0110684/
280,tt0113870,Murder in the First,1995,Murder_in_the_First_1995.txt,https://www.imdb.com/title/tt0113870/
282,tt0110638,Nell,1994,Nell_1994.txt,https://www.imdb.com/title/tt0110638/
283,tt0113967,New Jersey Drive,1995,New_Jersey_Drive_1995.txt,https://www.imdb.com/title/tt0113967/
285,tt0106402,Beyond Bedlam,1994,Beyond_Bedlam_1994.txt,https://www.imdb.com/title/tt0106402/
284,tt0117169,New York Cop,1993,New_York_Cop_1993.txt,https://www.imdb.com/title/tt0117169/
287,tt0110671,Nina Takes a Lover,1994,Nina_Takes_a_Lover_1994.txt,https://www.imdb.com/title/tt0110671/
289,tt0110737,Only You,1994,Only_You_1994.txt,https://www.imdb.com/title/tt0110737/
290,tt0110729,Once Were Warriors,1994,Once_Were_Warriors_1994.txt,https://www.imdb.com/title/tt0110729/
291,tt0114151,Poison Ivy II (Video 1996),1996,Poison_Ivy_II_(Video_1996)_1996.txt,https://www.imdb.com/title/tt0114151/
288,tt0110632,Natural Born Killers,1994,Natural_Born_Killers_1994.txt,https://www.imdb.com/title/tt0110632/
294,tt0114113,The Perez Family,1995,The_Perez_Family_1995.txt,https://www.imdb.com/title/tt0114113/
295,tt0114210,A Pyromaniac's Love Story,1995,A_Pyromaniac's_Love_Story_1995.txt,https://www.imdb.com/title/tt0114210/
293,tt0110413,Léon: The Professional,1994,Léon_The_Professional_1994.txt,https://www.imdb.com/title/tt0110413/
